user_id,group,rounds_total,ret_7
5260850,level_25,27,0
5260866,level_10,547,1
5261051,level_25,10,0
5261168,level_25,63,0
5261267,level_10,5,0
5261313,level_10,74,0
5261359,level_25,35,0
5261726,level_10,44,0
5261734,level_25,9,0
5261745,level_10,123,0
5261813,level_25,0,0
5262327,level_25,13,0
5262651,level_25,25,0
5262722,level_10,93,1
5262748,level_25,2,0
5262917,level_25,19,0
5262989,level_10,265,1
5263571,level_25,98,1
5263740,level_10,609,1
5264007,level_25,3,0
5264154,level_25,10,0
5264401,level_25,7,0
5264430,level_25,36,0
5264463,level_10,28,0
5264632,level_10,30,0
5264738,level_10,3,0
5264755,level_25,3,0
5264824,level_25,8,0
5264871,level_25,11,0
5265076,level_10,9,0
5265122,level_10,116,1
5265150,level_25,56,1
5265399,level_10,2,0
5265401,level_10,0,0
5265509,level_10,89,0
5265651,level_10,208,0
5265708,level_10,1,0
5265869,level_25,4,1
5265898,level_10,8,0
5265925,level_25,2,0
5266211,level_25,247,0
5266305,level_10,17,0
5266340,level_10,29,0
5266494,level_10,10,0
5266502,level_25,13,0
5266648,level_10,2,0
5266769,level_25,45,0
5266778,level_10,42,0
5266889,level_25,7,0
5266945,level_10,5,0
5267482,level_10,24,0
5267655,level_10,53,0
5267778,level_25,28,0
5267791,level_25,17,0
5267828,level_10,22,0
5267867,level_25,11,0
5267893,level_25,3,0
5267966,level_25,23,0
5268142,level_25,112,0
5268204,level_10,18,0
5268210,level_10,44,1
5268297,level_10,11,0
5268357,level_10,57,1
5268566,level_25,8,0
5268591,level_25,5,0
5268963,level_25,78,1
5269119,level_10,200,1
5269353,level_10,19,0
5269512,level_10,4,0
5269609,level_25,2,0
5269613,level_25,16,0
5269829,level_10,98,0
5269865,level_10,4,0
5269868,level_25,14,0
5269940,level_25,4,0
5270169,level_25,47,1
5270211,level_25,6,0
5270280,level_25,156,1
5270451,level_25,0,0
5270513,level_10,149,1
5270753,level_25,3,0
5270760,level_10,482,1
5270966,level_25,151,1
5271260,level_10,5,0
5271267,level_25,18,0
5271300,level_10,5,0
5271355,level_10,4,0
5271423,level_10,2,0
5271426,level_25,32,0
5271664,level_25,3,0
5271668,level_10,23,0
5271711,level_10,3,0
5271761,level_10,36,0
5271938,level_10,12,0
5272056,level_10,4,0
5272118,level_25,18,0
5272243,level_10,528,1
5272304,level_10,2,0
5272390,level_10,19,0
5272604,level_10,5,0
5272614,level_25,34,0
5272697,level_25,56,1
5272883,level_25,13,0
5273078,level_25,48,0
5273107,level_25,4,0
5273294,level_10,8,1
5273408,level_25,23,0
5273432,level_10,1,0
5273748,level_25,4,0
5273848,level_25,22,0
5273915,level_25,224,1
5274046,level_10,55,1
5274123,level_25,64,1
5274161,level_10,186,1
5274260,level_10,50,0
5274465,level_25,5,0
5274499,level_25,6,0
5274525,level_25,121,0
5274543,level_25,0,0
5274720,level_10,3,0
5274779,level_25,7,0
5274791,level_10,55,0
5274793,level_10,15,0
5274882,level_10,62,1
5274902,level_25,60,0
5274924,level_10,13,0
5275080,level_10,5,0
5275169,level_10,35,0
5275276,level_25,10,0
5275369,level_10,40,0
5275430,level_25,11,0
5275491,level_25,0,0
5275575,level_10,4,0
5275734,level_10,7,0
5275803,level_10,51,0
5275869,level_10,1,0
5275885,level_10,63,1
5275995,level_25,2,0
5276031,level_10,104,0
5276033,level_25,43,0
5276047,level_25,183,1
5276240,level_10,120,0
5276743,level_25,9,0
5276945,level_10,1,0
5277016,level_10,13,0
5277082,level_10,36,0
5277273,level_25,17,0
5277323,level_10,2,0
5277471,level_25,43,0
5277484,level_25,8,0
5277621,level_10,5,0
5277696,level_10,3,0
5277990,level_25,53,0
5278037,level_10,29,0
5278050,level_10,0,0
5278055,level_25,13,0
5278176,level_25,2,0
5278254,level_10,5,0
5278305,level_10,8,0
5278486,level_10,11,0
5278534,level_25,2,0
5278738,level_10,26,1
5278827,level_25,6,0
5279018,level_10,144,1
5279034,level_10,62,1
5279104,level_25,66,0
5279208,level_25,361,1
5279237,level_25,60,0
5279349,level_10,233,1
5279907,level_10,24,0
5280089,level_25,2,0
5280093,level_25,65,1
5280154,level_10,73,1
5280169,level_25,172,0
5280260,level_25,3,0
5280310,level_25,25,0
5280503,level_25,2,0
5280524,level_10,12,0
5280533,level_10,71,1
5280875,level_25,5,0
5280917,level_25,43,0
5281104,level_25,9,0
5281155,level_10,23,1
5281484,level_25,8,0
5281514,level_25,52,0
5281558,level_25,2,0
5281589,level_10,30,0
5281594,level_10,1,0
5281630,level_10,88,0
5281635,level_25,3,0
5281789,level_10,44,0
5281849,level_10,7,0
5281877,level_25,8,0
5282006,level_25,0,0
5282139,level_25,55,0
5282188,level_25,14,0
5282213,level_10,22,0
5282432,level_10,9,0
5282480,level_10,114,1
5282556,level_10,195,1
5282559,level_25,33,0
5282587,level_10,9,1
5282684,level_10,3,0
5282824,level_10,2,0
5282826,level_25,8,0
5282828,level_10,2,0
5282874,level_10,8,0
5282997,level_10,65,1
5283158,level_25,70,0
5283182,level_10,2,0
5283268,level_10,140,0
5283427,level_10,60,0
5283515,level_10,28,0
5283676,level_10,38,0
5283913,level_10,451,1
5284259,level_10,10,0
5284531,level_25,323,1
5284718,level_25,2,0
5284846,level_10,694,1
5284881,level_10,52,0
5284917,level_10,225,1
5284961,level_25,12,0
5285147,level_25,6,0
5285161,level_25,828,1
5285176,level_25,3,0
5285280,level_25,45,0
5285321,level_10,36,0
5285586,level_10,5,0
5285641,level_10,10,0
5286017,level_25,0,0
5286274,level_10,27,0
5286275,level_25,90,0
5286438,level_25,7,0
5286651,level_10,3,0
5286663,level_10,9,0
5286898,level_10,1,0
5287181,level_10,53,1
5287746,level_25,40,0
5287837,level_10,12,0
5288097,level_25,14,0
5288217,level_10,2,0
5288398,level_10,94,0
5288444,level_25,3,0
5288461,level_25,2,0
5288721,level_25,5,0
5288728,level_25,368,1
5288766,level_25,54,1
5289083,level_25,10,0
5289090,level_10,4,0
5289271,level_10,7,0
5289312,level_25,1,0
5289473,level_25,12,0
5289475,level_10,40,1
5289538,level_25,1,0
5289541,level_10,38,1
5289544,level_25,24,0
5289761,level_10,3,0
5289931,level_10,139,0
5290030,level_10,117,0
5290067,level_25,7,0
5290085,level_10,4,0
5290118,level_10,91,1
5290437,level_10,34,0
5290489,level_10,164,0
5290562,level_25,130,1
5290611,level_25,2,0
5290727,level_25,77,1
5290781,level_10,17,0
5290862,level_10,21,0
5290959,level_25,231,0
5290986,level_10,27,1
5291171,level_10,30,0
5291204,level_25,52,0
5291665,level_10,140,0
5291727,level_25,13,0
5291816,level_25,44,0
5292170,level_10,1,0
5292430,level_25,6,0
5292473,level_10,3,0
5292537,level_10,1,0
5292599,level_25,9,0
5292609,level_25,97,1
5292633,level_25,0,0
5292727,level_10,6,0
5292821,level_10,359,1
5292866,level_10,118,1
5292876,level_10,4,0
5293143,level_25,60,1
5293334,level_25,7,0
5293335,level_10,63,0
5293340,level_10,31,0
5293444,level_10,5,0
5293545,level_10,1,0
5293576,level_10,1,0
5293690,level_25,0,0
5293858,level_10,33,0
5293928,level_25,1,0
5294250,level_10,45,0
5294262,level_25,5,0
5294415,level_25,3,0
5294839,level_25,29,0
5294964,level_10,2,0
5294978,level_25,4,0
5294987,level_25,66,0
5295063,level_10,4,0
5295101,level_10,2,0
5295333,level_25,2,0
5295374,level_10,19,0
5295562,level_10,60,0
5295616,level_10,81,1
5295682,level_10,2,0
5295704,level_10,1,0
5295906,level_25,2,1
5295972,level_10,76,1
5296054,level_10,4,0
5296055,level_10,7,0
5296096,level_10,538,1
5296213,level_25,118,1
5296576,level_10,23,0
5296609,level_10,30,1
5296764,level_25,2,0
5296904,level_25,2,0
5296961,level_25,10,0
5296968,level_25,20,0
5297117,level_25,19,0
5297147,level_25,20,0
5297245,level_10,4,0
5297280,level_10,11,0
5297284,level_10,7,0
5297310,level_10,6,0
5297447,level_25,2,0
5297461,level_10,176,1
5297574,level_25,36,0
5297616,level_10,411,1
5297764,level_25,4,0
5297852,level_25,0,0
5297876,level_25,3,0
5297939,level_10,12,0
5297958,level_25,27,0
5298013,level_25,4,0
5298153,level_10,2,0
5298186,level_10,155,0
5298226,level_25,65,0
5298255,level_10,1,0
5298265,level_25,4,0
5298269,level_10,2,0
5298301,level_25,9,0
5298361,level_25,7,0
5298557,level_25,8,0
5298619,level_10,3,0
5298706,level_10,1,0
5298811,level_25,21,0
5298815,level_10,32,0
5298830,level_10,4,0
5299062,level_25,135,1
5299115,level_25,4,0
5299589,level_25,14,0
5299590,level_25,3,0
5299732,level_10,13,0
5299896,level_10,5,0
5299935,level_10,2,0
5300095,level_25,23,0
5300185,level_25,47,0
5300421,level_25,111,0
5300478,level_10,21,0
5300609,level_10,17,0
5300780,level_25,13,0
5300847,level_25,9,0
5301164,level_25,1,0
5301171,level_10,111,1
5301351,level_10,41,0
5301527,level_25,21,0
5301658,level_10,29,0
5301749,level_10,19,0
5301825,level_25,113,0
5302033,level_10,35,0
5302034,level_10,33,0
5302036,level_25,17,0
5302039,level_25,15,0
5302104,level_25,306,1
5302710,level_25,47,0
5303001,level_10,10,0
5303037,level_25,24,0
5303219,level_25,14,0
5303293,level_10,36,0
5303294,level_25,16,0
5303310,level_10,42,0
5303358,level_25,49,0
5303453,level_10,1,0
5303518,level_25,20,0
5303610,level_10,4,0
5303637,level_10,48,0
5303675,level_10,18,0
5303809,level_25,2,0
5303937,level_10,6,0
5304077,level_10,1,0
5304229,level_10,41,1
5304593,level_10,6,0
5304752,level_10,32,0
5305149,level_10,3,0
5305223,level_25,65,0
5305371,level_25,6,0
5305533,level_10,6,0
5305840,level_10,79,0
5305902,level_10,43,1
5305909,level_10,147,0
5305940,level_25,264,1
5305961,level_10,2,0
5306133,level_25,19,0
5306296,level_25,38,0
5306367,level_10,46,0
5306697,level_10,1,0
5306816,level_10,35,1
5306820,level_10,2,0
5306892,level_25,87,1
5306909,level_25,8,0
5306998,level_10,11,0
5307218,level_25,7,0
5307258,level_10,11,0
5307400,level_25,20,0
5307417,level_25,6,0
5307504,level_10,5,0
5307715,level_25,197,1
5307864,level_10,40,0
5307950,level_10,131,0
5308020,level_25,17,0
5308071,level_10,4,0
5308204,level_25,19,0
5308293,level_10,39,1
5308311,level_10,97,1
5308322,level_25,0,0
5308548,level_25,33,0
5308561,level_10,9,0
5308750,level_10,58,0
5308929,level_25,9,0
5308937,level_25,17,0
5309034,level_25,8,0
5309236,level_25,6,0
5309352,level_25,0,0
5309368,level_25,11,1
5309464,level_25,2,0
5309698,level_10,7,0
5309728,level_25,42,1
5309980,level_10,90,0
5309992,level_25,62,0
5310027,level_10,51,1
5310034,level_25,395,1
5310054,level_10,7,1
5310060,level_10,0,0
5310114,level_10,33,0
5310507,level_25,2,0
5310730,level_10,17,0
5310768,level_25,11,0
5310826,level_25,2,0
5310861,level_25,17,0
5311087,level_25,1,0
5311204,level_25,2,0
5311232,level_25,9,0
5311256,level_25,2,0
5311329,level_25,2,0
5311382,level_10,1,0
5311385,level_25,1,0
5311432,level_25,4,0
5311506,level_10,5,0
5311528,level_10,1,0
5311592,level_25,6,0
5311619,level_25,9,0
5311714,level_25,13,0
5311744,level_25,2,0
5311840,level_10,2,0
5311920,level_25,0,0
5311995,level_10,6,0
5312049,level_25,17,0
5312055,level_10,4,0
5312062,level_25,2,0
5312080,level_10,4,0
5312086,level_25,68,1
5312294,level_10,5,0
5312882,level_25,61,0
5313030,level_25,27,0
5313285,level_25,43,0
5313409,level_25,18,0
5313413,level_10,209,1
5313701,level_25,61,0
5313730,level_25,375,1
5313977,level_25,292,1
5314064,level_25,3,0
5314147,level_25,34,0
5314170,level_25,0,0
5314237,level_25,0,0
5314306,level_10,32,0
5314318,level_25,7,0
5314546,level_25,83,0
5314590,level_10,30,0
5314823,level_25,1,0
5314873,level_10,24,0
5314946,level_25,22,0
5315061,level_25,118,0
5315123,level_10,38,1
5315169,level_25,12,0
5315375,level_25,8,0
5315395,level_10,87,1
5315422,level_10,14,0
5315440,level_25,5,0
5315485,level_25,3,0
5315627,level_10,58,0
5315652,level_10,3,0
5315716,level_25,1,0
5315727,level_10,5,0
5315792,level_25,30,0
5315964,level_25,3,0
5316124,level_25,0,0
5316291,level_25,17,1
5316322,level_25,3,0
5316484,level_10,1,0
5316575,level_25,77,1
5316594,level_10,326,1
5316692,level_25,12,0
5316724,level_25,15,0
5317005,level_25,22,0
5317091,level_25,349,1
5317104,level_25,0,0
5317119,level_10,288,1
5317316,level_25,48,0
5317416,level_10,135,1
5317607,level_25,14,0
5317744,level_25,39,0
5317884,level_10,332,1
5317939,level_25,52,0
5318142,level_25,5,0
5318170,level_25,1,0
5318177,level_10,0,0
5318215,level_10,1,0
5318392,level_25,16,0
5318466,level_25,10,0
5318689,level_25,286,1
5318713,level_25,62,0
5318841,level_25,19,0
5318857,level_25,10,0
5319253,level_10,2,0
5319453,level_10,9,0
5319576,level_25,243,1
5319705,level_10,7,0
5319770,level_25,5,1
5319865,level_10,68,0
5319951,level_10,6,0
5320253,level_25,38,0
5320309,level_10,105,1
5320313,level_25,29,0
5320520,level_25,81,1
5320656,level_25,51,0
5320716,level_25,11,0
5321088,level_10,12,0
5321135,level_25,6,0
5321216,level_25,16,0
5321496,level_10,94,0
5321567,level_10,13,0
5321672,level_10,42,0
5321815,level_25,25,0
5321840,level_10,45,1
5321867,level_25,34,1
5321979,level_25,14,0
5321990,level_25,14,1
5322374,level_10,50,0
5322602,level_10,410,1
5322827,level_10,65,1
5323481,level_25,9,0
5323722,level_25,49,0
5323753,level_10,17,0
5324014,level_25,1,0
5324024,level_10,5,0
5324243,level_10,8,0
5324385,level_25,0,0
5324386,level_10,12,0
5324437,level_10,40,0
5324527,level_10,33,0
5324585,level_10,4,0
5324795,level_25,1,0
5325071,level_25,8,0
5325137,level_10,5,0
5325172,level_10,8,0
5325259,level_25,2,0
5325465,level_10,125,0
5325539,level_25,41,0
5325621,level_25,1,0
5325742,level_25,9,0
5325946,level_25,3,0
5325983,level_25,1,0
5326050,level_25,15,0
5326350,level_10,16,0
5326388,level_25,10,0
5326414,level_25,47,0
5326459,level_10,25,0
5326487,level_25,1,0
5326570,level_25,2,0
5326647,level_10,28,1
5326936,level_25,0,0
5327112,level_25,43,0
5327288,level_25,3,0
5327596,level_25,4,0
5327628,level_10,80,1
5327736,level_10,23,1
5327866,level_10,165,0
5328283,level_25,23,0
5328291,level_10,15,0
5328383,level_10,17,0
5328485,level_10,9,0
5328510,level_10,35,1
5328549,level_25,23,0
5328693,level_10,4,0
5328862,level_25,5,0
5329008,level_25,4,0
5329250,level_10,9,0
5329307,level_25,7,0
5329513,level_25,149,1
5329637,level_25,14,0
5329712,level_25,0,0
5329800,level_10,263,1
5329937,level_25,7,1
5329997,level_25,0,0
5329999,level_10,127,0
5330024,level_10,9,0
5330217,level_10,111,1
5330304,level_25,35,0
5330383,level_10,58,0
5330465,level_25,40,1
5330485,level_10,185,1
5330505,level_10,1,0
5330534,level_10,78,1
5330719,level_10,16,0
5330726,level_25,1,0
5330728,level_25,77,1
5330777,level_10,17,0
5330808,level_25,1,0
5330840,level_10,29,0
5330909,level_10,0,0
5330969,level_10,58,0
5331096,level_10,8,0
5331263,level_25,7,0
5331366,level_10,69,0
5331423,level_25,4,0
5331639,level_25,1,0
5331733,level_10,57,1
5331797,level_10,4,0
5331855,level_25,0,0
5331870,level_10,8,0
5331960,level_10,13,0
5331989,level_25,18,1
5332093,level_25,52,1
5332135,level_25,19,0
5332153,level_25,2,0
5332762,level_25,5,0
5332779,level_25,3,0
5332844,level_25,81,1
5332898,level_25,6,0
5332971,level_10,4,1
5333184,level_25,206,1
5333251,level_10,9,0
5333387,level_25,3,0
5333519,level_10,277,1
5333551,level_10,39,0
5333660,level_25,9,0
5333835,level_10,1,0
5333941,level_10,2,0
5333968,level_10,22,0
5334067,level_10,13,1
5334078,level_25,15,0
5334115,level_25,5,0
5334585,level_10,25,0
5334596,level_10,8,0
5334785,level_25,69,0
5335069,level_10,4,0
5335077,level_25,527,1
5335150,level_25,21,0
5335154,level_10,7,0
5335236,level_25,8,0
5335643,level_25,4,0
5335657,level_25,13,0
5335997,level_25,5,0
5336169,level_10,28,0
5336242,level_10,7,0
5336303,level_10,12,0
5336474,level_25,97,1
5336655,level_25,3,0
5336866,level_25,2,0
5336882,level_25,20,0
5336920,level_25,0,0
5336963,level_10,112,0
5337035,level_25,11,0
5337127,level_10,64,1
5337271,level_25,5,0
5337285,level_10,29,0
5337419,level_25,59,1
5337438,level_10,36,0
5337652,level_25,18,0
5337692,level_25,17,0
5338146,level_10,4,0
5338379,level_10,125,0
5338381,level_25,1,0
5338448,level_25,1,0
5338582,level_10,624,1
5338617,level_10,2,0
5338640,level_25,7,0
5338747,level_10,14,0
5338793,level_10,12,0
5339031,level_10,228,0
5339056,level_25,8,0
5339201,level_10,7,0
5339257,level_10,52,0
5339355,level_25,87,1
5339493,level_25,29,0
5339532,level_25,22,0
5339608,level_10,43,0
5339993,level_10,253,1
5340148,level_10,19,0
5340154,level_10,45,0
5340349,level_10,1,0
5340394,level_10,127,0
5340411,level_10,1,0
5340460,level_10,444,1
5340582,level_25,2,0
5340600,level_10,2,0
5340780,level_10,4,0
5340785,level_10,230,0
5340923,level_10,120,0
5341057,level_25,85,1
5341287,level_10,44,0
5341316,level_10,3,0
5341330,level_25,1,0
5341383,level_10,7,0
5341469,level_25,19,0
5341518,level_25,6,0
5341590,level_10,1,0
5341605,level_25,4,0
5341898,level_25,14,0
5341901,level_10,0,0
5342073,level_25,16,0
5342186,level_10,50,1
5342302,level_25,1,0
5342321,level_25,162,0
5342379,level_25,39,1
5342538,level_25,5,0
5342673,level_25,4,0
5342798,level_25,222,1
5342811,level_25,9,0
5342852,level_25,2,0
5342870,level_25,16,0
5343167,level_10,14,0
5343197,level_25,117,0
5343473,level_25,3,0
5343676,level_10,22,0
5344131,level_10,23,0
5344141,level_25,30,0
5344190,level_10,19,0
5344340,level_25,24,0
5344461,level_10,2,0
5344492,level_25,102,0
5344601,level_10,1,0
5344760,level_10,117,0
5344846,level_25,0,0
5344983,level_10,15,0
5345335,level_25,5,0
5345338,level_25,24,0
5345514,level_25,6,0
5345721,level_25,33,0
5345768,level_25,23,0
5345958,level_25,1,0
5346104,level_10,49,0
5346123,level_25,163,1
5346143,level_10,51,0
5346171,level_25,2294,1
5346349,level_25,2,0
5346370,level_10,4,0
5346467,level_10,32,0
5346482,level_25,85,0
5346604,level_25,17,0
5346628,level_25,26,0
5346675,level_10,5,0
5346891,level_25,1,0
5346946,level_25,74,0
5346972,level_25,135,0
5347057,level_10,37,0
5347074,level_10,18,0
5347202,level_25,3,0
5347264,level_10,4,0
5347537,level_10,216,1
5347672,level_10,14,0
5347692,level_10,35,1
5347772,level_25,123,0
5348011,level_10,91,1
5348149,level_10,17,0
5348152,level_10,14,0
5348188,level_25,4,0
5348213,level_10,2,0
5348269,level_10,4,0
5348299,level_25,309,1
5348393,level_25,0,0
5348473,level_10,28,0
5348668,level_10,4,0
5348772,level_10,258,1
5349157,level_25,46,1
5349201,level_25,3,0
5349203,level_10,2,0
5349298,level_25,16,1
5349513,level_10,70,0
5349639,level_10,1,0
5349706,level_10,26,0
5349723,level_10,66,1
5349980,level_25,11,0
5349986,level_25,48,0
5350055,level_25,1,0
5350166,level_25,36,0
5350423,level_25,111,1
5350466,level_25,13,0
5350491,level_25,31,0
5350584,level_10,132,1
5350625,level_10,33,0
5350794,level_10,1,0
5350921,level_25,19,0
5350933,level_10,46,1
5351139,level_10,66,0
5351154,level_10,37,0
5351159,level_10,46,0
5351243,level_10,32,0
5351304,level_25,2,0
5351339,level_25,5,0
5351478,level_25,74,1
5351555,level_10,36,0
5351557,level_10,0,0
5351558,level_25,4,0
5351673,level_10,6,0
5352007,level_10,44,0
5352240,level_10,1,0
5352256,level_10,17,0
5352257,level_25,3,0
5352616,level_10,70,1
5352633,level_25,1,0
5352644,level_25,340,1
5352741,level_25,63,0
5352748,level_25,1,0
5352893,level_25,122,1
5352912,level_10,7,0
5353126,level_10,12,0
5353145,level_10,151,1
5353152,level_10,5,0
5353181,level_25,23,0
5353402,level_25,107,0
5353708,level_10,4,0
5353735,level_25,1,0
5353795,level_25,72,1
5354008,level_25,25,0
5354014,level_10,6,0
5354034,level_25,15,0
5354038,level_10,8,0
5354327,level_10,88,0
5354420,level_10,155,1
5354458,level_25,734,1
5354605,level_25,0,0
5354672,level_10,26,0
5354710,level_25,102,0
5354789,level_10,32,0
5354844,level_25,30,1
5354881,level_10,1,0
5354966,level_25,2,0
5354987,level_25,14,0
5355009,level_10,1,0
5355069,level_10,1,0
5355199,level_25,94,1
5355404,level_25,6,0
5355424,level_10,8,0
5355588,level_25,259,1
5355653,level_25,12,0
5355707,level_25,19,1
5356046,level_10,2,0
5356066,level_10,35,0
5356212,level_10,34,0
5356425,level_10,404,1
5356496,level_10,255,1
5356705,level_10,60,0
5356771,level_10,116,1
5356957,level_25,9,0
5356980,level_25,16,0
5357012,level_10,12,0
5357039,level_10,13,0
5357219,level_25,59,0
5357269,level_25,405,1
5357325,level_10,15,0
5357486,level_25,77,0
5357843,level_25,18,0
5358054,level_10,36,1
5358123,level_25,12,0
5358293,level_25,7,0
5358397,level_25,4,0
5358448,level_10,44,0
5358618,level_25,39,0
5358642,level_10,5,0
5358650,level_25,7,0
5358676,level_10,13,0
5358745,level_25,194,1
5358935,level_10,26,0
5358965,level_25,12,0
5359012,level_25,134,1
5359019,level_10,6,0
5359135,level_25,54,0
5359202,level_25,2,0
5359211,level_10,0,0
5359277,level_10,114,1
5359380,level_10,46,0
5359412,level_25,14,0
5359436,level_10,8,0
5359728,level_10,6,0
5359804,level_25,29,0
5359938,level_10,38,0
5359948,level_10,2,0
5359969,level_10,16,0
5360060,level_25,0,0
5360137,level_10,17,0
5360224,level_25,4,0
5360248,level_10,0,0
5360331,level_10,37,0
5360343,level_10,0,0
5360385,level_25,20,0
5360455,level_25,3,0
5360702,level_10,46,0
5360911,level_25,9,0
5361030,level_25,2,0
5361121,level_25,1,0
5361138,level_25,1,0
5361186,level_10,0,0
5361313,level_25,0,0
5361337,level_25,125,1
5361360,level_25,5,0
5361402,level_10,43,0
5361405,level_10,18,0
5361410,level_10,0,0
5361505,level_25,1,0
5361557,level_10,6,0
5361588,level_25,0,0
5361766,level_25,81,0
5361801,level_10,26,0
5361861,level_10,15,0
5361917,level_25,0,0
5361946,level_10,1,0
5361963,level_10,46,0
5361967,level_25,4,0
5362272,level_25,9,0
5362284,level_25,3,0
5362297,level_25,26,0
5362356,level_10,32,1
5362396,level_25,127,1
5362623,level_25,49,1
5362627,level_25,319,1
5362640,level_25,12,0
5362653,level_25,5,0
5363038,level_10,27,1
5363048,level_10,50,1
5363067,level_25,6,0
5363260,level_10,23,0
5363448,level_10,7,1
5363489,level_10,11,0
5363572,level_25,95,0
5363648,level_10,13,0
5363679,level_25,193,0
5363781,level_25,12,0
5363927,level_25,5,0
5364010,level_25,20,0
5364142,level_10,48,1
5364252,level_10,5,0
5364388,level_25,246,0
5364556,level_10,30,0
5364588,level_25,18,0
5364680,level_25,13,0
5364792,level_10,567,1
5364855,level_25,141,0
5365012,level_10,9,0
5365021,level_25,26,0
5365023,level_10,21,0
5365167,level_25,3,0
5365173,level_10,35,0
5365358,level_10,57,0
5365462,level_10,2,0
5365660,level_10,18,0
5365727,level_25,229,1
5365755,level_25,4,0
5365801,level_25,3,0
5366048,level_25,14,0
5366316,level_10,38,0
5366416,level_10,1,0
5366609,level_25,8,0
5366657,level_10,5,0
5366691,level_25,366,1
5366919,level_10,23,0
5367054,level_10,6,0
5367077,level_25,14,0
5367116,level_10,8,0
5367220,level_10,1,0
5367385,level_10,37,0
5367590,level_10,3,0
5367611,level_10,40,0
5367655,level_10,242,0
5367727,level_25,282,0
5367845,level_10,24,0
5367913,level_25,42,0
5367940,level_10,10,0
5367970,level_25,15,0
5367990,level_25,38,0
5368417,level_10,22,0
5368751,level_25,3,0
5368789,level_10,2,0
5368882,level_10,5,0
5368883,level_10,1,0
5369038,level_10,8,0
5369262,level_10,56,0
5369350,level_25,8,0
5369518,level_25,12,0
5369523,level_25,33,0
5369616,level_10,66,0
5369649,level_25,4,0
5369659,level_10,33,0
5369778,level_25,71,0
5369893,level_10,4,0
5369917,level_25,7,0
5369923,level_10,49,0
5370199,level_10,17,0
5370341,level_25,4,0
5370388,level_25,4,0
5370422,level_25,70,1
5370521,level_25,50,0
5370576,level_25,1,0
5370686,level_25,222,1
5370761,level_25,11,0
5370787,level_25,37,0
5370954,level_10,8,0
5371043,level_10,37,0
5371460,level_10,45,0
5371956,level_10,28,0
5372031,level_10,171,0
5372298,level_25,7,0
5372426,level_10,8,0
5372737,level_25,4,0
5372775,level_25,27,0
5372846,level_25,30,1
5372942,level_25,97,0
5373095,level_10,60,0
5373140,level_25,4,0
5373314,level_25,4,0
5373583,level_25,391,1
5373613,level_10,49,0
5373615,level_25,2,0
5373659,level_25,22,0
5373687,level_10,1,0
5373743,level_25,18,0
5373907,level_10,26,1
5374211,level_25,44,0
5374295,level_10,5,0
5374424,level_25,200,0
5375014,level_10,19,0
5375034,level_25,1,0
5375181,level_10,2,0
5375574,level_25,14,1
5375632,level_25,0,0
5375763,level_10,149,0
5375965,level_25,10,0
5376009,level_25,32,0
5376205,level_25,3,0
5376282,level_25,6,0
5376379,level_25,255,1
5376464,level_10,155,1
5376514,level_10,3,0
5376653,level_25,57,0
5376723,level_25,106,1
5376807,level_10,25,0
5376963,level_10,263,0
5377228,level_10,67,0
5377426,level_25,9,0
5377467,level_10,17,0
5377588,level_10,13,0
5377661,level_25,64,0
5377889,level_25,1,0
5378018,level_25,13,0
5378086,level_10,1,0
5378253,level_25,20,0
5378308,level_25,1,0
5378808,level_25,4,0
5378826,level_10,1,0
5378840,level_25,6,0
5378889,level_10,14,0
5378959,level_25,1,0
5379053,level_25,3,0
5379086,level_10,4,0
5379225,level_25,2,0
5379287,level_10,11,0
5379308,level_10,4,0
5379474,level_10,21,0
5379596,level_10,76,1
5379889,level_10,15,0
5379963,level_25,37,1
5379991,level_10,0,0
5380047,level_10,227,1
5380130,level_10,51,0
5380305,level_10,15,0
5380358,level_10,5,0
5380415,level_10,41,0
5380480,level_10,72,1
5380549,level_25,28,1
5380578,level_10,104,1
5380644,level_25,30,0
5380903,level_25,0,0
5380925,level_25,8,0
5381188,level_10,0,0
5381226,level_10,16,0
5381294,level_10,11,0
5381325,level_25,98,0
5381399,level_10,122,1
5381499,level_10,10,0
5381520,level_25,67,1
5381671,level_10,63,1
5381686,level_10,3,0
5381732,level_25,57,0
5381783,level_10,33,0
5381935,level_10,67,0
5381985,level_25,111,0
5382061,level_25,57,0
5382110,level_10,2,0
5382210,level_10,32,0
5382240,level_25,70,0
5382287,level_25,13,0
5382427,level_25,199,1
5382440,level_25,15,0
5382486,level_10,7,0
5382564,level_10,72,1
5382752,level_10,4,0
5382947,level_25,17,0
5382976,level_25,53,0
5383037,level_25,107,0
5383436,level_25,1,0
5383443,level_25,353,1
5383518,level_10,22,0
5383658,level_25,0,0
5383805,level_10,6,0
5383871,level_25,391,1
5384008,level_10,4,0
5384207,level_25,14,1
5384221,level_25,150,0
5384310,level_10,8,0
5384348,level_25,0,0
5384633,level_10,34,0
5384674,level_10,57,0
5384885,level_25,1,0
5384999,level_25,112,1
5385063,level_25,13,1
5385313,level_25,48,1
5385621,level_10,258,0
5385622,level_25,39,1
5385627,level_10,8,0
5385706,level_25,7,0
5385731,level_10,4,0
5385829,level_10,17,0
5385852,level_10,0,0
5385903,level_25,155,0
5386000,level_25,1,0
5386492,level_10,0,0
5386671,level_25,121,1
5386679,level_10,43,0
5386754,level_10,395,0
