username,transacion_date,amount
hlittle,2023-01-31 10:54:42.000000,478.91
jason42,2023-01-30 18:11:28.000000,599.68
hmassey,2023-03-31 10:49:44.000000,667.13
jade02,2023-02-06 09:39:52.000000,486.61
spencer50,2023-01-22 00:14:07.000000,74.24
robertsshannon,2023-01-30 22:56:19.000000,749.88
robert86,2023-01-01 01:05:06.000000,227.18
lanestanley,2023-03-31 06:02:13.000000,572.07
sotorobert,2023-02-18 04:47:46.000000,498.21
andersonmargaret,2023-01-08 00:58:27.000000,546.81
gwilson,2022-12-20 13:17:55.000000,249.87
dominicdelgado,2023-01-16 04:28:02.000000,650.86
davidcoffey,2023-01-29 18:01:14.000000,391.74
shelbybrown,2022-12-15 23:25:30.000000,183.99
deborahpugh,2023-01-05 15:00:12.000000,279.36
zcastro,2022-12-13 17:39:23.000000,293.95
stephaniediaz,2023-02-25 16:47:05.000000,559.75
alexishiggins,2023-01-26 06:35:31.000000,867.14
victoredwards,2023-03-30 10:53:30.000000,879.02
benjamin18,2023-03-02 19:25:02.000000,769.67
ortegakaren,2023-01-23 22:49:24.000000,704.75
alexisward,2023-03-31 07:01:41.000000,867.83
dawn93,2022-12-26 11:55:36.000000,734.69
snyderamy,2023-01-24 23:44:11.000000,217.28
garciashane,2023-03-30 03:47:13.000000,927.88
melissa96,2023-03-06 13:19:48.000000,785.48
vkaiser,2023-03-11 15:34:14.000000,603.31
rodney09,2023-03-01 02:25:29.000000,760.35
markyoung,2023-02-07 06:07:02.000000,347.22
taylor69,2023-01-01 22:55:19.000000,355.13
jamesadams,2023-02-25 00:33:10.000000,975.67
madison17,2023-01-11 03:34:19.000000,513.95
william46,2022-12-21 20:23:13.000000,500.06
jennifer90,2023-01-08 22:24:54.000000,850.47
racheljohnson,2023-01-06 07:13:00.000000,104.82
wtaylor,2023-01-26 11:07:34.000000,794.75
benjaminvincent,2023-03-17 20:51:48.000000,915.83
lisawatson,2023-03-06 15:17:40.000000,57.4
weeksjanice,2023-01-29 19:50:58.000000,321.04
hollandjoshua,2023-01-30 02:50:43.000000,910.36
christopher04,2022-12-31 02:51:41.000000,521.77
jadams,2023-01-20 21:20:51.000000,426.13
laura23,2022-12-10 19:34:19.000000,568.79
khall,2023-01-21 14:27:11.000000,938.84
george28,2022-12-25 04:07:53.000000,960.59
smithbobby,2023-03-01 21:38:50.000000,858.39
johnferguson,2023-04-03 18:02:03.000000,282.36
christopher67,2023-01-04 15:41:27.000000,590.68
kenneth06,2023-03-10 10:11:54.000000,987.34
larrykoch,2022-12-13 15:48:52.000000,971.33
marvin41,2023-03-05 03:10:27.000000,412.8
stephen91,2023-03-13 17:14:58.000000,139.16
amber12,2023-03-24 14:04:58.000000,319.89
jasmine38,2023-03-12 08:36:07.000000,726.35
delgadojulie,2022-12-16 07:39:11.000000,771.85
gordontaylor,2023-02-20 21:56:39.000000,79.92
mirandamann,2023-02-22 03:36:04.000000,619.11
christopherfernandez,2022-12-13 03:28:33.000000,68.3
ikelly,2023-01-11 16:06:10.000000,343.54
lisa46,2023-01-04 04:41:31.000000,970.36
jessicamitchell,2023-02-23 11:01:03.000000,649.54
leslie28,2023-01-05 10:49:13.000000,574.53
caitlynfisher,2023-02-19 03:28:39.000000,921.7
rebecca96,2023-03-27 08:51:44.000000,213.51
mlawrence,2023-02-16 16:40:06.000000,318.94
zgilbert,2023-04-03 05:04:38.000000,317.41
suttonmitchell,2022-12-23 15:26:53.000000,709.55
kberg,2023-03-12 13:15:52.000000,235.65
cruzchristine,2023-04-04 19:22:49.000000,62.32
vlopez,2023-03-10 12:33:44.000000,404.37
lopezdorothy,2022-12-23 19:37:19.000000,183.03
mark96,2023-03-12 06:45:34.000000,462.54
gmarquez,2023-03-29 04:56:15.000000,549.51
johnsonelaine,2022-12-17 12:15:02.000000,94.2
eric59,2023-02-16 15:22:11.000000,220.42
harristimothy,2023-03-12 02:34:07.000000,900.05
whiteangela,2022-12-15 11:13:47.000000,289.43
laurasantos,2023-01-30 22:13:54.000000,706.41
ochapman,2022-12-21 08:54:52.000000,547.08
edwardskim,2023-03-10 22:15:16.000000,889.75
curtis05,2023-01-15 09:45:28.000000,496.7
jmcintyre,2023-04-03 18:45:47.000000,575.56
mnichols,2023-01-05 23:12:31.000000,828.63
carrievalenzuela,2023-03-15 13:41:53.000000,77.4
james80,2022-12-15 08:31:33.000000,848.56
kayla41,2023-03-13 01:02:27.000000,203.95
jacksonchristian,2022-12-28 22:53:18.000000,775.33
fischerdavid,2023-04-09 05:01:15.000000,282.06
natalie47,2022-12-21 17:51:35.000000,705.29
ashleygonzalez,2023-01-29 04:09:08.000000,746.77
ynguyen,2023-04-02 02:02:36.000000,910.57
fgarrison,2023-02-23 19:55:03.000000,465.5
zgarza,2023-03-26 21:09:58.000000,694.35
frank26,2023-01-15 18:21:19.000000,817.13
melvinmunoz,2023-02-08 09:06:28.000000,369.13
msanders,2023-02-25 21:23:32.000000,331.86
kenneth61,2023-01-26 19:38:58.000000,491.22
laurie97,2023-03-05 03:29:09.000000,888.75
burnsrhonda,2023-03-26 14:19:47.000000,86.67
steven98,2022-12-23 12:33:25.000000,504.62
mariah35,2023-03-26 02:50:57.000000,517.08
loriturner,2023-03-10 16:15:23.000000,640.56
jessicarodgers,2023-02-11 16:16:10.000000,344.17
kelly32,2022-12-28 12:32:56.000000,982.04
jeffreyaguirre,2023-03-31 00:25:10.000000,888.59
cadams,2023-03-08 07:19:33.000000,934.11
pattersonmegan,2023-04-09 06:23:33.000000,252.58
megan13,2023-02-25 10:46:53.000000,51.71
efoster,2023-03-17 12:10:09.000000,904.32
leslieadams,2023-03-15 01:21:49.000000,96.77
ebuchanan,2022-12-17 08:26:10.000000,465.56
fernandogarza,2023-02-16 00:53:26.000000,848.53
teresaking,2023-01-15 10:30:21.000000,249.34
colemandawn,2023-02-24 21:32:22.000000,977.79
hendrixellen,2023-02-12 05:19:40.000000,526.14
joshua20,2023-03-17 23:32:19.000000,327.06
cookashley,2023-04-05 19:51:12.000000,242.17
kimberlymcneil,2023-03-27 22:19:52.000000,870.74
cwest,2023-04-02 00:50:21.000000,739.91
gramos,2023-01-17 07:17:29.000000,372.07
michael28,2023-02-14 06:46:44.000000,176.33
yvonneschwartz,2023-03-19 03:22:27.000000,762.77
johncox,2023-03-06 10:05:35.000000,984.17
christopherwilson,2023-03-10 03:19:27.000000,437.8
lori05,2023-03-14 22:43:24.000000,854.29
rojasrodney,2023-02-13 18:27:46.000000,517.29
nicolechandler,2023-03-13 06:56:49.000000,169.51
fitzgeraldchristina,2023-03-10 22:43:58.000000,437.54
escobarjesse,2023-03-17 03:29:24.000000,975.16
mhowell,2023-01-25 08:46:01.000000,611.91
jenna73,2022-12-09 16:58:09.000000,272.98
jimchapman,2023-03-30 02:10:16.000000,280.33
mario46,2023-01-31 11:11:21.000000,898.71
jamie25,2023-02-04 21:08:56.000000,711.02
james60,2023-02-09 12:50:45.000000,733.38
qjohnson,2023-02-20 13:09:31.000000,299.83
sherry93,2023-03-28 03:47:42.000000,947.06
lmueller,2023-02-18 16:38:05.000000,966.47
fmckenzie,2022-12-14 04:19:28.000000,681.66
guy36,2023-02-14 18:10:44.000000,184.2
pamhoffman,2023-02-04 08:24:15.000000,320.86
janetcrawford,2023-02-07 14:42:42.000000,71.28
carterkeith,2023-03-12 10:13:55.000000,93.72
alewis,2023-02-26 04:51:16.000000,785.13
leemanuel,2023-03-19 04:59:25.000000,286.19
thomas27,2023-02-14 10:49:40.000000,317.13
ohammond,2023-03-02 15:07:58.000000,367.66
hwolfe,2023-02-27 17:49:34.000000,76.42
rushgabriela,2023-02-19 19:59:17.000000,582.56
romeromichael,2023-02-07 09:11:08.000000,418.91
amanda69,2023-02-25 14:38:08.000000,969.39
christopher53,2023-03-27 11:03:50.000000,490.36
ibaldwin,2023-04-06 17:45:04.000000,226.21
gjackson,2022-12-09 14:52:31.000000,461.79
phillipsjennifer,2023-01-24 09:52:05.000000,375.23
icole,2023-01-14 06:11:19.000000,269.14
teresagraham,2023-02-12 12:05:20.000000,691.38
valerielewis,2023-04-06 02:05:29.000000,899.66
uscott,2023-03-30 16:03:16.000000,633.74
tuckerstephen,2023-02-08 15:37:28.000000,246.24
veronica20,2023-01-09 18:06:38.000000,144.91
robertanderson,2023-02-03 22:52:09.000000,758.46
eevans,2023-01-18 17:01:51.000000,368.99
dballard,2023-01-27 15:28:53.000000,716.08
adamnunez,2023-01-20 20:51:22.000000,147.79
roberta22,2023-03-11 08:07:06.000000,591.91
fpeterson,2023-02-15 18:12:40.000000,209.02
michael18,2023-02-05 20:22:18.000000,621.69
matthew35,2023-03-20 14:35:57.000000,362.95
claytonhodge,2023-04-06 11:46:45.000000,918.94
bethwalton,2023-01-27 03:20:16.000000,520.86
nathan74,2022-12-20 00:44:04.000000,373.05
jason96,2023-03-07 16:36:13.000000,143.7
garciashane,2023-03-31 06:58:22.000000,926.53
joseph75,2023-02-10 07:41:28.000000,919.8
omoore,2023-04-04 12:51:52.000000,283.72
bbuck,2023-01-17 01:18:28.000000,403.76
stacy98,2023-01-02 22:07:49.000000,737.73
ynguyen,2023-04-06 05:42:31.000000,599.73
brittany02,2023-03-10 15:31:36.000000,708.12
morenocraig,2022-12-20 03:29:45.000000,399.08
reneevargas,2023-02-26 00:58:25.000000,683.3
rdean,2023-01-22 05:34:59.000000,621.79
kayla41,2023-03-17 06:08:07.000000,889.76
davisgerald,2023-03-31 14:23:52.000000,91.74
uhull,2023-01-03 01:38:06.000000,352.96
toddphillips,2023-03-22 19:23:12.000000,195.85
smunoz,2023-01-29 14:03:32.000000,731.73
bryanlawson,2023-01-22 18:42:45.000000,288.12
ebuchanan,2022-12-22 11:07:38.000000,172.48
lori05,2023-03-18 08:07:50.000000,635.77
khall,2023-01-16 22:18:33.000000,163.16
efoster,2023-03-15 02:57:44.000000,986.02
michelle54,2023-04-07 18:18:31.000000,203.46
mckinneycynthia,2022-12-26 17:41:28.000000,481.55
zgilbert,2023-04-08 06:58:15.000000,256.47
jill60,2023-01-26 09:43:07.000000,656.49
wellschristopher,2023-02-21 12:00:17.000000,822.32
smartinez,2023-02-12 21:53:35.000000,990.1
jesseswanson,2023-03-02 19:53:38.000000,161.7
nicolechandler,2023-03-17 06:11:16.000000,157.35
daviswendy,2022-12-19 12:08:37.000000,739.73
amanda50,2023-02-26 17:02:48.000000,292.74
melissa10,2022-12-13 11:21:34.000000,884.59
suttonmitchell,2022-12-23 16:30:58.000000,694.11
kaylaphillips,2023-02-13 14:27:09.000000,92.63
carolynsmith,2023-03-09 18:11:46.000000,261.85
deborahpugh,2023-01-06 21:06:55.000000,880.86
irivera,2023-03-11 20:59:09.000000,540.32
fthomas,2022-12-18 10:09:29.000000,212.53
taylorjason,2023-03-23 16:31:13.000000,688.57
lopezdorothy,2022-12-28 20:51:57.000000,617.98
ivan36,2023-03-21 14:35:42.000000,678.94
snyderamy,2023-01-26 09:27:56.000000,251.1
thomas27,2023-02-11 11:57:02.000000,539.02
smithkristy,2022-12-15 09:22:00.000000,290.36
sotorobert,2023-02-16 21:14:59.000000,556.84
cwest,2023-03-30 21:56:52.000000,772.18
paul28,2023-01-24 19:22:36.000000,613.87
shawgary,2023-03-19 05:00:13.000000,494.37
matthew35,2023-03-17 16:05:30.000000,502.39
alyssaortega,2023-04-07 04:01:36.000000,488.22
smithbobby,2023-03-03 07:13:06.000000,949.16
dmalone,2023-01-18 21:21:04.000000,229.39
joseph50,2023-01-07 21:04:33.000000,462.56
steven98,2022-12-23 03:16:25.000000,948.7
robertsshannon,2023-02-01 02:01:07.000000,701.79
pamela39,2023-04-02 16:30:48.000000,566.53
bensonmichael,2023-01-02 07:31:28.000000,71.9
matthewmartin,2022-12-28 20:23:15.000000,341.68
jonathanmiller,2023-02-17 07:36:58.000000,818.79
jason42,2023-01-28 08:41:34.000000,964.3
alewis,2023-02-24 11:18:57.000000,282.81
along,2022-12-20 21:26:20.000000,536.14
gjackson,2022-12-11 16:41:26.000000,904.89
ricardo09,2023-02-23 21:23:50.000000,740.45
martinevans,2023-01-20 20:51:13.000000,744.18
teresagraham,2023-02-13 19:12:39.000000,325.33
natalie47,2022-12-21 08:02:55.000000,751.92
dana26,2023-03-11 15:26:55.000000,143.68
robertrobinson,2023-02-28 18:53:53.000000,913.68
carrievalenzuela,2023-03-16 20:46:13.000000,830.49
frank26,2023-01-15 06:22:35.000000,738.11
taralambert,2023-02-20 09:50:54.000000,853.33
aparker,2023-03-28 17:47:35.000000,569.0
rhammond,2023-02-14 16:37:39.000000,403.83
christopher53,2023-04-02 00:06:02.000000,220.18
sbrowning,2023-02-21 19:47:12.000000,710.64
claytonhodge,2023-04-09 04:14:08.000000,705.88
michaelfuller,2023-02-13 07:33:43.000000,433.75
dorothy99,2023-02-13 22:45:57.000000,484.02
christina60,2023-01-27 06:13:41.000000,332.03
janetcrawford,2023-02-06 04:25:02.000000,263.02
timothybrown,2023-02-08 03:46:32.000000,246.01
cadams,2023-03-07 11:19:48.000000,471.66
frankdanielle,2023-02-02 14:12:41.000000,160.59
fgarrison,2023-02-23 12:43:55.000000,832.99
sharonmelendez,2023-02-28 11:13:09.000000,355.19
jamesadams,2023-02-21 15:17:50.000000,799.97
jamie25,2023-02-02 08:16:30.000000,183.62
brianlewis,2023-03-18 13:20:52.000000,300.31
michael18,2023-02-04 02:17:49.000000,850.88
scott74,2023-04-07 21:37:06.000000,379.99
shawn07,2022-12-31 22:11:23.000000,770.26
laurie97,2023-03-07 09:51:33.000000,403.12
michael28,2023-02-14 21:44:48.000000,323.27
kjohnson,2023-01-08 09:01:08.000000,515.49
laurasantos,2023-02-01 02:54:38.000000,958.51
paul67,2023-04-02 10:15:10.000000,347.98
dalvarez,2023-01-17 00:39:32.000000,496.37
shane16,2023-01-04 18:24:25.000000,488.02
brownjohn,2023-01-01 18:45:22.000000,698.34
emartin,2023-01-14 16:51:30.000000,955.2
jbrown,2023-01-13 18:48:21.000000,948.82
rodneyjimenez,2023-01-08 02:55:27.000000,783.39
jonesnatalie,2023-01-04 15:21:35.000000,65.62
megan13,2023-02-26 07:29:51.000000,845.84
ray49,2023-02-27 05:03:46.000000,736.4
rodney09,2023-03-01 02:02:22.000000,330.18
petersbrian,2023-03-28 05:27:32.000000,603.24
pamhoffman,2023-02-06 10:16:12.000000,828.24
pattersonmegan,2023-04-08 07:02:54.000000,627.92
robertanderson,2023-02-04 02:24:33.000000,927.99
ladkins,2023-03-03 10:58:41.000000,864.74
benjamin18,2023-03-07 03:12:24.000000,116.35
martinezchristina,2022-12-19 09:58:16.000000,861.57
hendrixellen,2023-02-09 01:37:55.000000,928.9
thompsonstuart,2023-02-20 11:34:14.000000,133.66
tina88,2023-02-15 23:32:00.000000,818.28
ryanwilliams,2023-04-06 14:17:39.000000,397.25
barbarabrooks,2023-04-06 16:04:07.000000,62.35
larrykoch,2022-12-13 02:40:29.000000,551.96
stonetheresa,2022-12-30 12:04:51.000000,519.4
marywarren,2023-03-19 18:40:44.000000,251.16
abigail49,2023-03-28 20:28:49.000000,139.28
luceromolly,2022-12-22 13:04:57.000000,825.18
catherine85,2023-01-12 07:55:49.000000,428.19
arosario,2023-02-06 11:55:07.000000,474.44
spencer50,2023-01-26 03:10:12.000000,246.7
heathersmith,2023-03-27 22:01:37.000000,277.51
rebecca96,2023-04-01 22:58:31.000000,925.94
phelpstammy,2022-12-30 20:47:05.000000,360.89
vkaiser,2023-03-13 16:46:20.000000,193.0
mirandarebecca,2023-02-26 07:00:58.000000,850.37
racheljohnson,2023-01-02 00:57:52.000000,614.33
christopherwilson,2023-03-13 16:31:18.000000,263.45
amanda69,2023-02-25 21:23:36.000000,964.4
william46,2022-12-21 13:07:24.000000,356.19
colebrandon,2023-01-17 01:37:06.000000,808.45
opoole,2023-01-10 04:13:33.000000,758.82
tami17,2022-12-10 18:23:51.000000,742.67
bmichael,2023-04-03 20:49:03.000000,679.8
carolyn05,2023-01-30 13:43:15.000000,171.68
bradley99,2023-04-06 19:59:51.000000,839.78
hlittle,2023-01-28 20:05:04.000000,691.83
whiteangela,2022-12-17 22:47:19.000000,264.66
lcarter,2023-02-18 02:13:07.000000,205.63
kelly32,2022-12-25 01:08:48.000000,903.56
valerielewis,2023-04-06 11:50:57.000000,712.25
jade02,2023-02-05 13:20:18.000000,576.39
christopherhernandez,2022-12-21 03:03:33.000000,80.23
laura23,2022-12-15 10:10:18.000000,545.74
cynthiawilliams,2023-01-16 11:43:15.000000,415.2
dedwards,2023-01-14 00:21:32.000000,405.25
ballardmatthew,2023-02-25 16:08:41.000000,837.83
uanderson,2023-02-06 03:43:23.000000,241.19
yangkimberly,2023-03-15 04:57:03.000000,676.11
christian63,2022-12-11 07:21:57.000000,639.35
mirandamann,2023-02-21 01:16:02.000000,977.72
tapiabrenda,2023-02-15 01:08:25.000000,743.58
leslieadams,2023-03-14 00:47:48.000000,718.88
omaddox,2023-02-26 04:50:30.000000,813.77
rharmon,2023-01-06 14:56:48.000000,297.26
ochapman,2022-12-18 21:06:56.000000,933.24
teresarodriguez,2023-02-09 14:35:08.000000,300.06
rojasrodney,2023-02-13 03:09:50.000000,954.08
mnichols,2023-01-09 18:57:30.000000,740.31
davidmorgan,2023-01-05 13:15:09.000000,750.94
zburch,2023-02-22 19:16:25.000000,647.61
kelly15,2023-03-21 08:13:58.000000,821.96
dixonjamie,2023-03-28 08:56:50.000000,997.89
leemanuel,2023-03-22 03:48:09.000000,187.78
fparker,2023-02-01 11:46:21.000000,375.49
elizabethfrazier,2023-01-11 12:04:15.000000,161.7
anna51,2023-01-07 00:51:08.000000,103.23
christopher67,2023-01-01 16:12:24.000000,677.78
jessicarodgers,2023-02-13 18:37:19.000000,210.61
penaclaudia,2023-02-24 06:29:08.000000,497.78
heather59,2022-12-24 10:54:21.000000,641.6
garciakaren,2023-03-07 22:41:46.000000,747.8
adamcurry,2023-02-12 08:49:33.000000,236.71
mlawrence,2023-02-14 01:46:52.000000,847.21
stephaniediaz,2023-02-28 02:37:04.000000,759.19
alexandriajimenez,2023-01-27 03:34:03.000000,760.53
melvinmunoz,2023-02-07 18:43:47.000000,85.22
zhernandez,2023-02-28 22:44:20.000000,869.61
melissa96,2023-03-09 07:35:36.000000,867.49
grantjennifer,2023-01-26 04:46:42.000000,284.63
josephmolina,2023-02-11 22:43:35.000000,256.67
alexanderzachary,2022-12-26 05:13:15.000000,385.35
craigedwards,2023-01-08 02:43:09.000000,940.32
leslie89,2023-01-30 17:18:38.000000,276.31
allison78,2023-02-03 22:04:54.000000,133.19
carrolljames,2022-12-28 23:41:23.000000,962.33
choward,2022-12-31 10:35:13.000000,673.03
bookerpatrick,2023-01-16 00:27:42.000000,768.8
danataylor,2023-02-25 17:00:30.000000,978.95
alexishiggins,2023-01-22 21:08:12.000000,549.12
barryrebecca,2022-12-23 09:49:01.000000,590.05
gallagheranthony,2023-02-21 05:22:07.000000,318.36
davidcoffey,2023-01-27 02:17:20.000000,716.44
andersonmargaret,2023-01-10 06:08:55.000000,876.4
mary68,2023-03-05 21:40:56.000000,619.15
wrobinson,2023-03-14 19:21:20.000000,921.48
gmarquez,2023-04-01 04:31:02.000000,878.56
ncooper,2023-01-28 10:52:30.000000,451.5
jeffreyaguirre,2023-04-03 20:25:47.000000,996.61
fmckenzie,2022-12-19 04:35:09.000000,71.78
deborah40,2022-12-23 21:59:40.000000,357.56
bethwalton,2023-01-27 08:41:25.000000,370.18
tracibrewer,2022-12-13 12:39:45.000000,553.0
lawrence20,2023-01-07 20:54:19.000000,104.38
qwilliamson,2022-12-22 18:35:08.000000,546.0
hallcarol,2023-02-23 00:32:55.000000,665.44
fmartin,2023-01-30 19:47:19.000000,135.65
tuckerstephen,2023-02-08 18:55:53.000000,87.93
tabitha19,2023-02-14 20:59:57.000000,282.36
natalieboyd,2022-12-28 01:13:38.000000,349.64
lmueller,2023-02-24 07:01:55.000000,915.73
icole,2023-01-13 10:22:38.000000,674.82
dballard,2023-01-28 02:51:49.000000,628.03
gsmith,2023-01-31 23:37:21.000000,449.86
joshua20,2023-03-17 08:19:57.000000,528.44
timothy57,2023-03-03 14:29:12.000000,956.77
dominicdelgado,2023-01-14 14:06:28.000000,211.89
pharding,2022-12-17 05:43:28.000000,199.11
williamsdustin,2023-02-13 02:39:16.000000,231.63
qjohnson,2023-02-23 09:14:16.000000,397.36
holtrobert,2023-01-22 05:23:20.000000,878.68
johncox,2023-03-05 13:16:01.000000,422.78
romeromichael,2023-02-06 07:12:55.000000,346.38
qbond,2022-12-17 19:06:57.000000,275.22
sherry93,2023-03-26 17:43:23.000000,103.25
glove,2022-12-20 05:41:00.000000,683.84
april83,2022-12-30 17:31:04.000000,218.65
guy36,2023-02-16 07:26:50.000000,347.64
loriturner,2023-03-11 02:02:15.000000,928.67
edward39,2023-04-03 10:05:14.000000,472.24
benjaminvincent,2023-03-20 14:03:41.000000,978.63
mario46,2023-02-02 21:37:10.000000,729.46
wbutler,2023-03-11 18:05:24.000000,844.68
farmerkatherine,2023-03-30 16:54:45.000000,283.68
umitchell,2023-04-08 13:15:17.000000,276.43
phillipsjennifer,2023-01-28 02:32:06.000000,797.93
zcastro,2022-12-14 12:40:09.000000,988.0
markyoung,2023-02-09 08:03:14.000000,992.16
taylor69,2023-01-05 06:24:37.000000,672.28
frobbins,2023-01-01 03:00:12.000000,771.55
emily65,2023-03-25 04:07:23.000000,529.42
hubbardbrenda,2023-01-17 11:48:41.000000,543.31
kenneth06,2023-03-10 15:45:28.000000,214.29
lamblisa,2022-12-26 03:15:34.000000,811.29
eric59,2023-02-15 16:52:29.000000,65.87
wbrandt,2023-02-23 01:55:59.000000,730.84
robert08,2023-01-22 23:10:28.000000,378.22
jennifer90,2023-01-13 00:23:29.000000,144.99
jmoreno,2023-01-28 09:18:17.000000,85.25
sarahkelly,2023-03-31 15:47:59.000000,723.67
broman,2023-03-09 15:22:43.000000,110.57
daniel05,2023-02-02 16:33:59.000000,274.54
reyesjonathan,2023-03-31 07:16:23.000000,724.67
michael53,2023-04-04 18:23:30.000000,488.88
karla36,2023-03-18 00:55:06.000000,365.9
andrew41,2022-12-15 14:06:12.000000,539.05
teresaking,2023-01-18 04:08:53.000000,390.69
lroberson,2022-12-26 10:18:12.000000,300.32
mckenziejoseph,2023-02-11 09:33:42.000000,780.69
qpena,2023-01-21 23:45:04.000000,261.19
hollandjoshua,2023-01-30 02:42:38.000000,216.69
leslie28,2023-01-06 05:58:09.000000,536.18
hunter84,2023-03-07 07:34:48.000000,89.02
gabriellemontgomery,2023-04-01 21:51:49.000000,814.92
roberthahn,2023-03-05 07:51:33.000000,516.77
ortegakaren,2023-01-28 10:52:05.000000,384.62
karen27,2023-02-16 15:09:22.000000,427.06
lisa46,2023-01-03 00:15:15.000000,661.32
barbermichael,2023-03-01 14:28:27.000000,372.34
gwilson,2022-12-19 01:27:47.000000,425.56
santoscatherine,2023-02-10 21:36:28.000000,781.16
millerwendy,2022-12-28 20:57:34.000000,831.84
jennyfowler,2023-02-17 09:05:46.000000,356.26
xgonzalez,2023-03-14 06:20:14.000000,360.55
zrobinson,2023-02-04 15:26:14.000000,924.15
bakerkatie,2023-04-01 21:58:59.000000,115.81
fmurphy,2022-12-30 08:48:36.000000,188.39
victoredwards,2023-04-02 07:49:03.000000,270.61
delgadojulie,2022-12-19 04:05:02.000000,240.27
marvin41,2023-03-07 17:23:43.000000,758.95
zgarza,2023-03-27 13:42:32.000000,383.89
mariah35,2023-03-23 07:32:49.000000,173.14
emilyalvarez,2022-12-29 15:57:02.000000,249.9
robertknox,2023-02-22 15:54:22.000000,434.28
christopher99,2023-04-02 08:39:20.000000,892.9
jimchapman,2023-03-26 00:21:47.000000,85.87
markbaird,2022-12-28 01:24:04.000000,291.59
marshallselena,2023-01-22 03:36:12.000000,444.77
vbarker,2022-12-29 05:04:18.000000,856.45
roberta22,2023-03-12 21:13:58.000000,851.22
lauramatthews,2023-03-29 06:56:28.000000,599.28
robert86,2022-12-29 14:53:58.000000,574.59
burnsrhonda,2023-03-25 09:14:20.000000,367.01
carterkeith,2023-03-11 11:33:14.000000,372.75
thomas06,2023-02-06 01:57:42.000000,427.72
johnferguson,2023-04-07 03:43:01.000000,894.82
edwardcain,2023-01-02 06:14:42.000000,530.1
johnsonlaura,2023-01-03 23:36:21.000000,94.03
shelbybrown,2022-12-17 11:35:27.000000,317.38
ypatterson,2023-01-26 06:06:10.000000,857.39
cohenstacy,2023-01-09 16:43:14.000000,904.81
jenna73,2022-12-10 20:24:39.000000,363.78
heatherstevens,2023-03-10 09:22:25.000000,687.41
youngtravis,2023-02-11 00:43:41.000000,287.22
ibaldwin,2023-04-04 06:30:51.000000,854.47
beckamy,2023-01-09 00:48:58.000000,244.37
escobarjesse,2023-03-17 19:19:04.000000,197.3
ngreen,2023-01-12 03:27:36.000000,849.62
jmcintyre,2023-04-02 10:53:31.000000,964.41
gordontaylor,2023-02-20 21:04:03.000000,543.13
monicasantana,2023-01-18 08:34:20.000000,821.15
javierchandler,2023-02-21 13:46:18.000000,133.35
oliverrenee,2022-12-21 22:03:21.000000,290.93
cookashley,2023-04-09 02:24:31.000000,617.02
adriennehamilton,2023-01-02 09:50:03.000000,346.35
robert83,2023-01-10 18:07:50.000000,831.52
qherrera,2023-03-16 05:33:32.000000,954.64
matthewsjennifer,2023-04-09 16:31:49.000000,348.63
joannaparker,2023-03-09 02:48:39.000000,502.84
fpeterson,2023-02-17 14:19:12.000000,984.47
markoconnor,2023-01-22 11:39:42.000000,631.16
fcarter,2023-02-28 10:50:02.000000,871.54
weeksjanice,2023-01-29 05:53:51.000000,856.94
natalie38,2023-03-08 11:56:56.000000,109.63
mbrown,2023-01-15 17:24:52.000000,764.21
maria90,2023-03-22 19:01:54.000000,397.33
johnwyatt,2023-03-30 00:11:27.000000,969.47
martinezmelanie,2022-12-30 13:24:46.000000,356.56
james80,2022-12-11 10:36:00.000000,66.2
weaverkristen,2023-01-22 12:19:39.000000,511.23
baxtertiffany,2023-03-02 04:43:01.000000,87.76
alexisward,2023-03-30 19:28:07.000000,532.46
marquezanna,2023-02-05 17:55:32.000000,101.27
margaret56,2023-04-02 05:49:50.000000,140.79
michael33,2022-12-21 05:43:48.000000,648.49
colemandawn,2023-02-22 21:30:09.000000,835.58
lance77,2023-03-12 11:19:22.000000,781.39
donald61,2022-12-14 08:52:12.000000,794.92
vmarshall,2023-01-02 06:01:33.000000,588.82
fernandogarza,2023-02-16 08:21:39.000000,908.8
ohammond,2023-03-04 23:36:18.000000,387.76
ibarker,2023-03-28 04:05:33.000000,204.19
acollins,2022-12-25 20:29:09.000000,952.01
colemancasey,2023-03-24 13:11:27.000000,445.33
michellemccarthy,2023-03-28 17:47:55.000000,626.57
vanessa81,2023-03-26 09:55:00.000000,191.35
ipena,2023-03-31 11:53:16.000000,926.0
zmaldonado,2023-03-22 13:56:42.000000,775.84
isaacevans,2022-12-13 03:26:22.000000,351.38
grahamjames,2023-03-04 16:16:38.000000,117.39
jennifer21,2023-03-27 05:25:48.000000,163.81
joannemiller,2023-02-12 13:28:50.000000,486.72
kenneth61,2023-01-26 23:39:54.000000,150.69
jadams,2023-01-22 04:12:52.000000,936.08
adamnunez,2023-01-22 21:21:52.000000,410.45
browneric,2023-01-04 21:20:30.000000,805.63
nathaniel63,2022-12-25 14:35:01.000000,288.48
amyers,2023-01-23 22:29:41.000000,851.81
christopherfernandez,2022-12-17 17:34:10.000000,102.06
michealreyes,2023-01-29 21:13:01.000000,134.27
fuenteslance,2023-01-05 13:59:40.000000,489.01
charles56,2023-03-30 05:12:19.000000,690.16
hmassey,2023-03-28 12:12:42.000000,902.44
qmcdonald,2022-12-19 10:12:23.000000,514.18
